,MASTER FILE NUMBER,INVESTIGATING AGENCY,LOCAL CODE,COLLISION STATUS CODE,COUNTY NAME,ROADWAY NUMBER,BLOCK/HOUSE #,ROADWAY NAME,ROADWAY SUFFIX,ROADWAY DIRECTION CODE,GPS LATITUDE DECIMAL,GPS LONGITUDE DECIMAL,MILEPOINT DERIVED,COLLISION DATE,COLLISION TIME,INTERSECTION ROADWAY #,INTERSECTION ROADWAY NAME,INTERSECTION ROADWAY SFX,BETWEEN STREET ROADWAY # 1,BETWEEN STREET ROADWAY NAME 1,BETWEEN STREET ROADWAY SFX 1,BETWEEN STREET ROADWAY # 2,BETWEEN STREET ROADWAY NAME 2,BETWEEN STREET ROADWAY SFX 2,UNITS INVOLVED,MOTOR VEHICLES INVOLVED,KILLED,INJURED,WEATHER CODE,WEATHER,ROADWAY CONDITION CODE,ROADWAY CONDITION,HIT & RUN INDICATOR,ROADWAY TYPE CODE,ROADWAY TYPE,DIRECTIONAL ANALYSIS CODE,DIRECTIONAL ANALYSIS,MANNER OF COLLISION CODE,MANNER OF COLLISION,ROADWAY CHARACTER CODE,ROADWAY CHARACTER,LIGHT CONDITION CODE,LIGHT CONDITION,RAMP FROM ROADWAY ID,RAMP TO ROADWAY ID,SECONDARY COLLISION INDICATOR,hour,minute,Date,Latitude,Longitude,geometry,index_right
12181,70859148,LOUISVILLE METRO POLICE DEPT,8010041665,AC,56,,,26TH,ST   ,S ,38.2458582,-85.7952728,1.031,6/3/2010,2101,,HOWARD,ST   ,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,21,01,2010-06-03 21:01:00,38.2458582,-85.7952728,POINT (-85.79527280000001 38.2458582),0
12348,70859291,LOUISVILLE METRO POLICE DEPT,8010042447,AC,56,KY1020  ,,3RD,ST   ,S ,38.2348631,-85.7586636,11.316,6/6/2010,1745,,OAK,ST   ,,,,,,,2,1,0,0,2.0,CLEAR,1.0,DRY,N,7.0,STATE,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,17,45,2010-06-06 17:45:00,38.2348631,-85.7586636,POINT (-85.75866360000001 38.2348631),0
12365,70860133,LOUISVILLE METRO POLICE DEPT,8010040586,AC,56,KY1865  ,,NEW CUT,RD   ,,38.1297788,-85.7738032,1.532,5/31/2010,1610,,CANDLELIGHT,LN   ,,,,,,,2,1,0,2,2.0,CLEAR,1.0,DRY,N,7.0,STATE,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,2.0,CURVE & HILLCREST,2.0,DAYLIGHT,,,N,16,10,2010-05-31 16:10:00,38.1297788,-85.7738032,POINT (-85.7738032 38.1297788),0
12524,70860836,LOUISVILLE METRO POLICE DEPT,8010043180,AC,56,,,7TH,ST   ,S ,38.2529832,-85.7622235,2.515,6/9/2010,0749,,CEDAR,ST   ,,,,,,,2,1,0,0,6.0,RAINING,5.0,WET,N,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,1.0,DAWN,,,N,07,49,2010-06-09 07:49:00,38.2529832,-85.7622235,POINT (-85.7622235 38.2529832),0
12611,70861762,LOUISVILLE METRO POLICE DEPT,8010043808,AC,56,,,ORMSBY STATION,RD   ,,38.2629529,-85.5745787,0.0,6/11/2010,0820,KY1747  ,HURSTBOURNE,PKWY ,,,,,,,2,1,0,1,3.0,CLOUDY,1.0,DRY,N,1.0,COUNTY ROAD,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,08,20,2010-06-11 08:20:00,38.2629529,-85.5745787,POINT (-85.5745787 38.2629529),0
12732,70862690,LOUISVILLE METRO POLICE DEPT,8010043902,AC,56,US0060  ,,SHELBYVILLE,RD   ,,38.2465123,-85.540358,9.898,6/11/2010,1503,,,,,MADISON,AVE  ,,OLD HARRODS CREEK,RD   ,2,1,0,0,2.0,CLEAR,1.0,DRY,N,2.0,FEDERAL,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,15,03,2010-06-11 15:03:00,38.2465123,-85.540358,POINT (-85.540358 38.2465123),0
12773,70862912,LOUISVILLE METRO POLICE DEPT,8010044279,AC,56,KY1065  ,,OUTER LOOP,,,38.1370585,-85.7065111,4.943,6/12/2010,2304,,,,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,Y,7.0,STATE,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,5.0,STRAIGHT & HILLCREST,6.0,DARK-HWY NOT LIGHTED,,,N,23,04,2010-06-12 23:04:00,38.1370585,-85.7065111,POINT (-85.7065111 38.1370585),0
12826,70862930,LOUISVILLE METRO POLICE DEPT,8010044364,AC,56,,,GRAFTON HALL,RD   ,,38.1034798,-85.8557275,0.135,6/13/2010,1044,,,,KY0907  ,VALLEY STATION,RD   ,,CHURCH,RD   ,2,1,0,1,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,10,44,2010-06-13 10:44:00,38.1034798,-85.8557275,POINT (-85.8557275 38.1034798),0
13035,70864072,LOUISVILLE METRO POLICE DEPT,8010044034,AC,56,,,BANK,ST   ,,38.2718505,-85.8128929,0.293,6/11/2010,2000,,,,,41ST,ST   ,,39TH,ST   ,2,1,0,0,2.0,CLEAR,1.0,DRY,Y,5.0,LOCAL STREET,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,3.0,DUSK,,,N,20,00,2010-06-11 20:00:00,38.2718505,-85.8128929,POINT (-85.81289289999999 38.2718505),0
13318,70865224,LOUISVILLE METRO POLICE DEPT,8010046291,AC,56,,,6TH,ST   ,S ,38.2055778,-85.7688124,2.783,6/19/2010,1630,,,,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,16,30,2010-06-19 16:30:00,38.2055778,-85.7688124,POINT (-85.7688124 38.2055778),0
13410,70865837,LOUISVILLE METRO POLICE DEPT,8010046916,AC,56,,,MUHAMMAD ALI,BLVD ,W ,38.2525027,-85.7691989,0.917,6/21/2010,1902,,11TH,ST   ,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,Y,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,19,02,2010-06-21 19:02:00,38.2525027,-85.7691989,POINT (-85.76919890000001 38.2525027),0
13474,70866646,LOUISVILLE METRO POLICE DEPT,8010047444,AC,56,,,PATTERSON,AVE  ,,38.2373731,-85.7190994,0.0,6/23/2010,1510,US0031E ,BARDSTOWN,RD   ,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,15,10,2010-06-23 15:10:00,38.2373731,-85.7190994,POINT (-85.7190994 38.2373731),0
13515,70866639,LOUISVILLE METRO POLICE DEPT,8010047405,AC,56,,,GOLDSMITH,LN   ,,38.2027367,-85.6789852,0.38,6/23/2010,1100,,,,,PEABODY,LN   ,,COLONIAL MANOR,CIR  ,2,1,0,1,3.0,CLOUDY,1.0,DRY,Y,1.0,COUNTY ROAD,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,3.0,CURVE & LEVEL,2.0,DAYLIGHT,,,N,11,00,2010-06-23 11:00:00,38.2027367,-85.6789852,POINT (-85.6789852 38.2027367),0
13588,70867041,LOUISVILLE METRO POLICE DEPT,8010046774,RE,56,,2300.0,DIXIE,HWY  ,,38.2259046,-85.7915663,1.676,6/21/2010,1100,,,,,,,,,,2,2,0,1,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,37.0,COLLISION WITH BICYCLIST,1.0,ANGLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,11,00,2010-06-21 11:00:00,38.2259046,-85.7915663,POINT (-85.7915663 38.2259046),0
13857,70868516,LOUISVILLE METRO POLICE DEPT,8010048942,AC,56,I 0264  ,,,,,38.2407966,-85.8164946,0.229,6/28/2010,100000,I 0264  ,I264 E EXIT3 OFF RAMP TO HALE AVE,,,,,,,,2,1,0,0,2.0,CLEAR,1.0,DRY,N,4.0,INTERSTATE,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,3.0,CURVE & LEVEL,2.0,DAYLIGHT,,,N,10,00,2010-06-28 10:00:00,38.2407966,-85.8164946,POINT (-85.8164946 38.2407966),0
13937,70868875,LOUISVILLE METRO POLICE DEPT,8010049256,AC,56,,,YORK,ST   ,,38.2438758,-85.7562785,0.498,6/29/2010,2001,,,,KY1020  ,2ND,ST   ,KY1020,3RD,ST   ,2,1,0,1,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,20,01,2010-06-29 20:01:00,38.2438758,-85.7562785,POINT (-85.75627849999999 38.2438758),0
14201,70872057,LOUISVILLE METRO POLICE DEPT,8010048435,AC,56,,4303.0,SHENANDOAH,DR   ,,38.3106061,-85.5552424,0.285,6/26/2010,2003,,,,,,,,,,4,3,1,2,2.0,CLEAR,1.0,DRY,N,1.0,COUNTY ROAD,37.0,COLLISION WITH BICYCLIST,1.0,ANGLE,3.0,CURVE & LEVEL,2.0,DAYLIGHT,,,Y,20,03,2010-06-26 20:03:00,38.3106061,-85.5552424,POINT (-85.5552424 38.3106061),0
14250,70931731,LOUISVILLE METRO POLICE DEPT,8010047455,AC,56,,,CHARLOTTE ANN,DR   ,,38.1872604,-85.8445811,0.068,6/23/2010,1554,,TARA GALE,DR   ,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,Y,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,15,54,2010-06-23 15:54:00,38.1872604,-85.8445811,POINT (-85.8445811 38.1872604),0
14254,47568,LOUISVILLE METRO POLICE DEPT,8010060132,AC,56,KY1020  ,,2ND,ST   ,S ,38.2388,-85.756333333,11.608,8/4/2010,1346,,KENTUCKY,ST   ,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,7.0,STATE,2.0,COLLISION WITH BICYCLE,8.0,SIDESWIPE-SAME DIRECTION,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,,13,46,2010-08-04 13:46:00,38.2388,-85.756333333,POINT (-85.756333333 38.2388),0
14277,1177729,LOUISVILLE METRO POLICE DEPT,8010070546,AC,56,,,HAZELWOOD,,,38.175983333,-85.79265,,9/8/2010,1825,,,,,LANCASTER,,,OLD HAZELWOOD,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,37.0,COLLISION WITH BICYCLIST,1.0,ANGLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,,18,25,2010-09-08 18:25:00,38.175983333,-85.79265,POINT (-85.79264999999999 38.175983333),0
14363,1186095,LOUISVILLE METRO POLICE DEPT,8010052327,AC,56,,,26TH,ST   ,S ,38.259483333,-85.789116667,,7/9/2010,2106,,SLEVIN,ST   ,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,1.0,ANGLE,6.0,STRAIGHT & LEVEL,3.0,DUSK,,,,21,06,2010-07-09 21:06:00,38.259483333,-85.789116667,POINT (-85.789116667 38.259483333),0
14422,1187876,LOUISVILLE METRO POLICE DEPT,8010052859,AC,56,,,25TH,ST   ,S ,38.2399,-85.794383333,,7/11/2010,1816,,,,,OSAGE,,,GRAND,AVE  ,2,1,0,1,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,37.0,COLLISION WITH BICYCLIST,1.0,ANGLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,,18,16,2010-07-11 18:16:00,38.2399,-85.794383333,POINT (-85.794383333 38.2399),0
14539,1244085,LOUISVILLE METRO POLICE DEPT,8010076531,AC,56,,,SCENIC LOOP,,,38.235133333,-85.689966667,,9/28/2010,1846,,,,,BARRET HILL,RD   ,,BEARGRASS,RD   ,2,1,0,1,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,37.0,COLLISION WITH BICYCLIST,5.0,REAR END,1.0,CURVE & GRADE,2.0,DAYLIGHT,,,,18,46,2010-09-28 18:46:00,38.235133333,-85.689966667,POINT (-85.68996666699999 38.235133333),0
14557,1243420,LOUISVILLE METRO POLICE DEPT,8010058678,AC,56,KY0155  ,,TAYLORSVILLE,RD   ,,38.220816667,-85.68355,,7/30/2010,1752,,,,,WALLACE,AVE  ,,BARDSTOWN,RD   ,2,1,0,1,2.0,CLEAR,1.0,DRY,N,7.0,STATE,37.0,COLLISION WITH BICYCLIST,1.0,ANGLE,4.0,STRAIGHT & GRADE,2.0,DAYLIGHT,,,,17,52,2010-07-30 17:52:00,38.220816667,-85.68355,POINT (-85.68355 38.220816667),0
14908,1956607,LOUISVILLE METRO POLICE DEPT,8010067567,AC,56,,,RIVER,RD   ,,38.235,-85.536666667,,8/29/2010,0823,,,,,WITHERSPOON,ST   ,,FRANKFORT,AVE  ,2,1,0,1,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,37.0,COLLISION WITH BICYCLIST,5.0,REAR END,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,,08,23,2010-08-29 08:23:00,38.235,-85.536666667,POINT (-85.53666666700001 38.235),0
15015,70870914,LOUISVILLE METRO POLICE DEPT,8010050522,AC,56,KY2048  ,,CANNONS,LN   ,,38.2462924,-85.6643129,2.09,7/3/2010,2100,,WILLIS,AVE  ,,,,,,,2,1,0,0,2.0,CLEAR,1.0,DRY,N,7.0,STATE,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,21,00,2010-07-03 21:00:00,38.2462924,-85.6643129,POINT (-85.6643129 38.2462924),0
15129,70871556,LOUISVILLE METRO POLICE DEPT,8010051334,AC,56,US0031E ,,BARDSTOWN,RD   ,,38.2320323,-85.7093888,14.631,7/6/2010,1300,,,,US0060A ,EASTERN,PKWY ,,EDENSIDE,AVE  ,2,1,0,1,2.0,CLEAR,1.0,DRY,Y,2.0,FEDERAL,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,13,00,2010-07-06 13:00:00,38.2320323,-85.7093888,POINT (-85.7093888 38.2320323),0
15284,70872541,LOUISVILLE METRO POLICE DEPT,8010051918,AC,56,,1109.0,ASHLAND,AVE  ,W ,38.18649,-85.7791096,0.735,7/8/2010,1715,,,,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,17,15,2010-07-08 17:15:00,38.18649,-85.7791096,POINT (-85.7791096 38.18649),0
15408,70873478,LOUISVILLE METRO POLICE DEPT,8010052492,AC,56,,,RIVER,RD   ,,38.2640141,-85.7269008,1.151,7/11/2010,1309,,,,,FRANKFORT,AVE  ,,ADAMS,ST   ,2,1,0,1,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,13,09,2010-07-11 13:09:00,38.2640141,-85.7269008,POINT (-85.7269008 38.2640141),0
15749,70875070,LOUISVILLE METRO POLICE DEPT,8010054024,AC,56,KY0864  ,5013.0,POPLAR LEVEL,RD   ,,38.1664829,-85.6811508,8.815,7/15/2010,1229,,,,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,7.0,STATE,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,12,29,2010-07-15 12:29:00,38.1664829,-85.6811508,POINT (-85.6811508 38.1664829),0
15867,70876625,LOUISVILLE METRO POLICE DEPT,8010054203,AC,56,KY1865  ,,NEW CUT,RD   ,,38.1481375,-85.7757737,2.827,7/15/2010,2230,,,,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,Y,7.0,STATE,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,5.0,DARK-HWY LIGHTED/ON,,,N,22,30,2010-07-15 22:30:00,38.1481375,-85.7757737,POINT (-85.7757737 38.1481375),0
15884,70876661,LOUISVILLE METRO POLICE DEPT,8010054440,AC,56,,,CLAY,ST   ,S ,38.2384693,-85.7426213,1.136,7/16/2010,1828,,CALDWELL,ST   ,,,,,,,2,1,0,0,2.0,CLEAR,1.0,DRY,Y,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,18,28,2010-07-16 18:28:00,38.2384693,-85.7426213,POINT (-85.7426213 38.2384693),0
16076,70877467,ST. MATTHEWS POLICE DEPARTMENT,101230    ,AC,56,,,ST MATTHEWS,AVE  ,,38.2540469,-85.652243,0.097,7/20/2010,0900,,,,KY1447  ,WESTPORT,RD   ,US0060,SHELBYVILLE,RD   ,2,1,0,1,6.0,RAINING,5.0,WET,Y,5.0,LOCAL STREET,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,09,00,2010-07-20 09:00:00,38.2540469,-85.652243,POINT (-85.652243 38.2540469),0
16436,70878922,LOUISVILLE METRO POLICE DEPT,8010056986,AC,56,,,4TH,ST   ,S ,38.2287484,-85.761052,1.945,7/25/2010,1407,,MAGNOLIA,AVE  ,,,,,,,2,1,0,0,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,14,07,2010-07-25 14:07:00,38.2287484,-85.761052,POINT (-85.76105200000001 38.2287484),0
16682,70880317,LOUISVILLE METRO POLICE DEPT,8010058032,AC,56,,,CLAY,ST   ,S ,38.2443509,-85.7416203,0.726,7/28/2010,1730,,,,,FINZER,ST   ,US0150,BROADWAY,,2,1,0,1,3.0,CLOUDY,1.0,DRY,N,5.0,LOCAL STREET,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,17,30,2010-07-28 17:30:00,38.2443509,-85.7416203,POINT (-85.74162029999999 38.2443509),0
16691,70880442,LOUISVILLE METRO POLICE DEPT,8010058170,AC,56,US0031E ,,MARKET,ST   ,E ,38.2542054,-85.747774,17.467,7/29/2010,0758,,FLOYD,ST   ,,,,,,,2,1,0,1,3.0,CLOUDY,1.0,DRY,N,2.0,FEDERAL,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,07,58,2010-07-29 07:58:00,38.2542054,-85.747774,POINT (-85.74777400000001 38.2542054),0
16771,70880808,LOUISVILLE METRO POLICE DEPT,8010058376,AC,56,,,ELANE,DR   ,,38.1899704,-85.849552,0.004,7/29/2010,1916,KY1934  ,CANE RUN,RD   ,,,,,,,2,1,0,0,2.0,CLEAR,1.0,DRY,Y,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,19,16,2010-07-29 19:16:00,38.1899704,-85.849552,POINT (-85.849552 38.1899704),0
17015,70882444,JEFFERSONTOWN POLICE DEPT,A0801063  ,AC,56,,,WILLIAMSBURG,PLZ  ,,38.2397641,-85.5770442,0.004,8/3/2010,1715,KY1747  ,HURSTBOURNE,PKWY ,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,17,15,2010-08-03 17:15:00,38.2397641,-85.5770442,POINT (-85.5770442 38.2397641),0
17105,70882971,LOUISVILLE METRO POLICE DEPT,8010060178,AC,56,US0060A ,,7TH STREET,RD   ,,38.1967583,-85.7990777,0.585,8/4/2010,1550,US0060A ,BERRY,BLVD ,,,,,,,2,1,0,0,2.0,CLEAR,1.0,DRY,N,2.0,FEDERAL,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,15,50,2010-08-04 15:50:00,38.1967583,-85.7990777,POINT (-85.7990777 38.1967583),0
17175,70883395,LOUISVILLE METRO POLICE DEPT,8010060009,AC,56,,,FLOYD,ST   ,S ,38.2031965,-85.7571218,3.622,8/4/2010,0647,,CENTRAL,AVE  ,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,1.0,DAWN,,,N,06,47,2010-08-04 06:47:00,38.2031965,-85.7571218,POINT (-85.75712179999999 38.2031965),0
17239,70884023,ST. MATTHEWS POLICE DEPARTMENT,101376    ,AC,56,US0060  ,,FRANKFORT,AVE  ,,38.2534557,-85.6624215,3.171,8/8/2010,0730,,,,,BAUER,AVE  ,,CORNELL,PL   ,2,1,0,1,2.0,CLEAR,1.0,DRY,N,2.0,FEDERAL,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,07,30,2010-08-08 07:30:00,38.2534557,-85.6624215,POINT (-85.66242149999999 38.2534557),0
17353,70884190,LOUISVILLE METRO POLICE DEPT,8010060780,AC,56,US0031E ,,BARDSTOWN,RD   ,,38.2317788,-85.7088749,14.6,8/6/2010,1255,,,,US0060A ,EASTERN,PKWY ,,SHERWOOD,AVE  ,2,1,0,1,2.0,CLEAR,1.0,DRY,N,2.0,FEDERAL,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,12,55,2010-08-06 12:55:00,38.2317788,-85.7088749,POINT (-85.7088749 38.2317788),0
17620,70885941,LOUISVILLE METRO POLICE DEPT,8010062487,AC,56,,,OAK,ST   ,E ,38.2345025,-85.7546664,0.037,8/12/2010,000005,,,,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,Y,5.0,LOCAL STREET,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,00,00,2010-08-12 00:00:00,38.2345025,-85.7546664,POINT (-85.7546664 38.2345025),0
17627,70885685,SHIVELY POLICE DEPARTMENT,0410001452,AC,56,US0031W ,,DIXIE,HWY  ,,38.1977195,-85.8040117,15.789,8/10/2010,100007,,,,,NOBEL,PL   ,,OEHRLE,DR   ,2,1,0,1,2.0,CLEAR,1.0,DRY,N,2.0,FEDERAL,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,10,00,2010-08-10 10:00:00,38.1977195,-85.8040117,POINT (-85.8040117 38.1977195),0
17792,70886992,LOUISVILLE METRO POLICE DEPT,8010063008,AC,56,,,BIRCHWOOD,AVE  ,N ,38.2649177,-85.697175,0.789,8/13/2010,1929,,LINDSAY,AVE  ,,,,,,,2,1,0,0,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,5.0,STRAIGHT & HILLCREST,2.0,DAYLIGHT,,,N,19,29,2010-08-13 19:29:00,38.2649177,-85.697175,POINT (-85.697175 38.2649177),0
17982,70887618,LOUISVILLE METRO POLICE DEPT,8010063883,AC,56,,,CHESTNUT,ST   ,W ,38.2537,-85.7995532,0.074,8/16/2010,2300,,29TH,ST   ,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,5.0,DARK-HWY LIGHTED/ON,,,N,23,00,2010-08-16 23:00:00,38.2537,-85.7995532,POINT (-85.79955320000001 38.2537),0
18186,70889049,LOUISVILLE METRO POLICE DEPT,8010064723,AC,56,,,SENECA PARK,RD   ,,38.2346383,-85.6759061,0.695,8/19/2010,1623,,PEE WEE REESE,RD   ,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,16,23,2010-08-19 16:23:00,38.2346383,-85.6759061,POINT (-85.67590610000001 38.2346383),0
18287,70889886,LOUISVILLE METRO POLICE DEPT,8010064916,AC,56,KY1020  ,,2ND,ST   ,S ,38.2293494,-85.7579337,10.953,8/20/2010,1044,,,,,MAGNOLIA,AVE  ,,ORMSBY,AVE  ,2,1,0,1,2.0,CLEAR,1.0,DRY,N,7.0,STATE,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,10,44,2010-08-20 10:44:00,38.2293494,-85.7579337,POINT (-85.7579337 38.2293494),0
18554,70890779,LOUISVILLE METRO POLICE DEPT,8010066053,AC,56,,,BUECHEL BANK,RD   ,,38.178184,-85.6531659,1.229,8/24/2010,1313,,PROGRESS,BLVD ,,,,,,,2,1,0,1,3.0,CLOUDY,1.0,DRY,N,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,13,13,2010-08-24 13:13:00,38.178184,-85.6531659,POINT (-85.6531659 38.178184),0
18684,70891761,LOUISVILLE METRO POLICE DEPT,8010066620,AC,56,US0150  ,,BROADWAY,,W ,38.2475608,-85.7716288,1.65,8/26/2010,0731,,12TH STREET CONNECTOR,,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,2.0,FEDERAL,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,07,31,2010-08-26 07:31:00,38.2475608,-85.7716288,POINT (-85.7716288 38.2475608),0
